Mb	ಮೆಗಾಬಿಟ್	ಮೆಗಾಬಿಟ್
B	ಬೈಟ್	ಬೈಟ್
KB	ಕಿಲೋಬೈಟ್	ಕಿಲೋಬೈಟ್
MB	ಮೆಗಾಬೈಟ್	ಮೆಗಾಬೈಟ್
GB	ಗಿಗಾಬೈಟ್	ಗಿಗಾಬೈಟ್
TB	ಟೆರಾಬೈಟ್	ಟೆರಾಬೈಟ್
PB	ಪೆಟಾಬೈಟ್	ಪೆಟಾಬೈಟ್
s	ಸೆಕೆಂಡ್	ಸೆಕೆಂಡ್
sec	ಸೆಕೆಂಡ್	ಸೆಕೆಂಡ್
ms	ಮಿಲಿಸೆಕೆಂಡ್	ಮಿಲಿಸೆಕೆಂಡ್
min	ನಿಮಿಷ	ನಿಮಿಷ
h	ಗಂಟೆ	ಗಂಟೆ
hr	ಗಂಟೆ	ಗಂಟೆ
hrs	ಗಂಟೆ	ಗಂಟೆ
d	ದಿನ	ದಿನ
yr	ವರ್ಷ	ವರ್ಷ
yrs	ವರ್ಷ	ವರ್ಷ
month	ತಿಂಗಳು	ತಿಂಗಳು
months	ತಿಂಗಳು	ತಿಂಗಳು
doz	ಡಜನ್	ಡಜನ್
ct	ಕ್ಯಾರೆಟ್	ಕ್ಯಾರೆಟ್
pH	ಪಿಎಚ್	ಪಿಎಚ್
km/h	ಕಿಲೋಮೀಟರ್ ಪ್ರತಿ ಗಂಟೆ	ಕಿಲೋಮೀಟರ್ ಪ್ರತಿ ಗಂಟೆ
km/hr	ಕಿಲೋಮೀಟರ್ ಪ್ರತಿ ಗಂಟೆ	ಕಿಲೋಮೀಟರ್ ಪ್ರತಿ ಗಂಟೆ
kmph	ಕಿಲೋಮೀಟರ್ ಪ್ರತಿ ಗಂಟೆ	ಕಿಲೋಮೀಟರ್ ಪ್ರತಿ ಗಂಟೆ
m/s	ಮೀಟರ್ ಪ್ರತಿ ಸೆಕೆಂಡ್	ಮೀಟರ್ ಪ್ರತಿ ಸೆಕೆಂಡ್
mi/h	ಮೈಲಿ ಪ್ರತಿ ಗಂಟೆ	ಮೈಲಿ ಪ್ರತಿ ಗಂಟೆ
mph	ಮೈಲಿ ಪ್ರತಿ ಗಂಟೆ	ಮೈಲಿ ಪ್ರತಿ ಗಂಟೆ
x	ಪಟ್ಟು	ಪಟ್ಟು
X	ಪಟ್ಟು	ಪಟ್ಟು
*	ಪಟ್ಟು	ಪಟ್ಟು
%	ಪ್ರತಿಶತ	ಪ್ರತಿಶತ
ಕಿ.ಮೀ.	ಕಿಲೋಮೀಟರ್	ಕಿಲೋಮೀಟರ್
ಕಿ.ಮೀ	ಕಿಲೋಮೀಟರ್	ಕಿಲೋಮೀಟರ್
ಮೀ.	ಮೀಟರ್	ಮೀಟರ್
ಮೀ	ಮೀಟರ್	ಮೀಟರ್
ಸೆಂ.ಮೀ.	ಸೆಂಟಿಮೀಟರ್	ಸೆಂಟಿಮೀಟರ್
ಸೆಂ.ಮೀ	ಸೆಂಟಿಮೀಟರ್	ಸೆಂಟಿಮೀಟರ್
ಮಿ.ಮೀ.	ಮಿಲಿಮೀಟರ್	ಮಿಲಿಮೀಟರ್
ಮಿ.ಮೀ	ಮಿಲಿಮೀಟರ್	ಮಿಲಿಮೀಟರ್
ಕಿ.ಗ್ರಾಂ.	ಕಿಲೋಗ್ರಾಂ	ಕಿಲೋಗ್ರಾಂ
ಕಿ.ಗ್ರಾಂ	ಕಿಲೋಗ್ರಾಂ	ಕಿಲೋಗ್ರಾಂ
ಗ್ರಾಂ.	ಗ್ರಾಂ	ಗ್ರಾಂ
ಲೀ.	ಲೀಟರ್	ಲೀಟರ್
ಲೀ	ಲೀಟರ್	ಲೀಟರ್
ಮಿ.ಲೀ.	ಮಿಲಿಲೀಟರ್	ಮಿಲಿಲೀಟರ್
ಮಿ.ಲೀ	ಮಿಲಿಲೀಟರ್	ಮಿಲಿಲೀಟರ್
ಕಿ.ಮೀ/ಗಂ	ಕಿಲೋಮೀಟರ್ ಪ್ರತಿ ಗಂಟೆ	ಕಿಲೋಮೀಟರ್ ಪ್ರತಿ ಗಂಟೆ
ಚ.ಅ.	ಚದರ ಅಡಿ	ಚದರ ಅಡಿ
ಚ.ಕಿ.ಮೀ.	ಚದರ ಕಿಲೋಮೀಟರ್	ಚದರ ಕಿಲೋಮೀಟರ್
ಸೆ.	ಸೆಕೆಂಡ್	ಸೆಕೆಂಡ್
ನಿ.	ನಿಮಿಷ	ನಿಮಿಷ
ಗಂ.	ಗಂಟೆ	ಗಂಟೆ
