∪	ಸಂಯೋಗ
∩	ಛೇದನ
∖	ಗಣ ವ್ಯತ್ಯಾಸ
⊆	ಉಪಗಣ
⊂	ಶುದ್ಧ ಉಪಗಣ
⊇	ಅಧಿಗಣ
⊃	ಶುದ್ಧ ಅಧಿಗಣ
⊈	ಉಪಗಣ ಅಲ್ಲ
⊉	ಅಧಿಗಣ ಅಲ್ಲ
∅	ಶೂನ್ಯ ಗಣ
∀	ಎಲ್ಲರಿಗೂ
∃	ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ
∄	ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ
¬	ಅಲ್ಲ
∧	ಮತ್ತು
∨	ಅಥವಾ
⊕	ನೇರ ಮೊತ್ತ
⊗	ನೇರ ಗುಣಲಬ್ಧ
⊥	ಲಂಬ
∥	ಸಮಾಂತರ
∠	ಕೋನ
∟	ಲಂಬ ಕೋನ
∂	ಆಂಶಿಕ ಅವಕಲನ
∇	ನಾಬ್ಲಾ
∝	ಅನುಪಾತೀಯ
∴	ಆದ್ದರಿಂದ
∵	ಏಕೆಂದರೆ
∶	ಅನುಪಾತ
ℝ	ವಾಸ್ತವ ಸಂಖ್ಯೆಗಳು
ℂ	ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಗಳು
ℕ	ಸ್ವಾಭಾವಿಕ ಸಂಖ್ಯೆಗಳು
ℤ	ಪೂರ್ಣಾಂಕಗಳು
ℚ	ಭಾಗಲಬ್ಧ ಸಂಖ್ಯೆಗಳು
⟹	ಸೂಚಿಸುತ್ತದೆ
⟸	ಹಿಂದಕ್ಕೆ ಸೂಚಿಸುತ್ತದೆ
⟺	ದ್ವಿದಿಶಾ ಸೂಚಕ
⟷	ಸಮಾನಾರ್ಥಕ
→	ಬಲ ಬಾಣ
←	ಎಡ ಬಾಣ
↔	ಎರಡು ಕಡೆ ಬಾಣ
↑	ಮೇಲಿನ ಬಾಣ
↓	ಕೆಳಗಿನ ಬಾಣ
×	ಗುಣಿಸಿ
÷	ಭಾಗಿಸಿ
